label,text,text_length,preprocessed_text,is_spam,u_count,call_count,2_count,get_count,ur_count,go_count,&lt;#&gt;_count,4_count,got_count,like_count,know_count,come_count,free_count,good_count,?_count,want_count,._count,send_count,..._count,time_count
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,51,"['no.', 'luton', '0125698789', 'ring', 'ur', 'around!', 'h*']",False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,121,"['hey', 'really', 'horny', 'want', 'chat', 'see', 'naked', 'text', 'hot', '69698', 'text', 'charged', '150pm', 'unsubscribe', 'text', 'stop', '69698']",True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ham,Why you Dint come with us.,26,"['dint', 'come', 'us.']",False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ham,Same. Wana plan a trip sometme then,35,"['same.', 'wana', 'plan', 'trip', 'sometme']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Not sure yet, still trying to get a hold of him",47,"['sure', 'yet,', 'still', 'trying', 'get', 'hold']",False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,159,"['ur', 'ringtone', 'service', 'changed!', '25', 'free', 'credits!', 'go', 'club4mobiles.com', 'choose', 'content', 'now!', 'stop?', 'txt', 'club', 'stop', '87070.', '150p/wk', 'club4', 'po', 'box1146', 'mk45', '2wt']",True,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ham,The evo. I just had to download flash. Jealous?,47,"['evo.', 'download', 'flash.', 'jealous?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,133,"['ringtone', 'club:', 'get', 'uk', 'singles', 'chart', 'mobile', 'week', 'choose', 'top', 'quality', 'ringtone!', 'message', 'free', 'charge.']",True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ham,"Come to mu, we're sorting out our narcotics situation",53,"['come', 'mu,', 'sorting', 'narcotics', 'situation']",False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",147,"['night', 'ended', 'another', 'day,', 'morning', 'come', 'special', 'way.', 'may', 'smile', 'like', 'sunny', 'rays', 'leaves', 'worries', 'blue', 'blue', 'bay.']",False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,"['hmv', 'bonus', 'special', '500', 'pounds', 'genuine', 'hmv', 'vouchers', 'won.', 'answer', '4', 'easy', 'questions.', 'play', 'now!', 'send', 'hmv', '86688', 'info:www.100percent-real.com']",True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ham,"Usf I guess, might as well take 1 car",37,"['usf', 'guess,', 'might', 'well', 'take', '1', 'car']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,No objection. My bf not coming.,31,"['objection.', 'bf', 'coming.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Thanx...,8,['thanx...'],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Tell rob to mack his gf in the theater,38,"['tell', 'rob', 'mack', 'gf', 'theater']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Awesome, I'll see you in a bit",30,"['awesome,', 'see', 'bit']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Just sent it. So what type of food do you like?,47,"['sent', 'it.', 'type', 'food', 'like?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,All done? All handed in? Celebrations in full swing yet?,56,"['done?', 'handed', 'in?', 'celebrations', 'full', 'swing', 'yet?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,You got called a tool?,22,"['got', 'called', 'tool?']",False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",141,"['wen', 'u', 'miss', 'someone,', 'person', 'definitely', 'special', 'u.....', 'person', 'special,', 'miss', 'them,', 'keep-in-touch', 'gdeve..']",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Ok. I asked for money how far,29,"['ok.', 'asked', 'money', 'far']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Okie...,7,['okie...'],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",121,"['yeah', 'think', 'usual', ""guy's"", 'still', 'passed', 'last', 'night,', 'get', 'ahold', 'anybody', 'let', 'know', 'throw']",False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ham,"K, I might come by tonight then if my class lets out early",58,"['k,', 'might', 'come', 'tonight', 'class', 'lets', 'early']",False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ham,Ok..,4,['ok..'],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,148,"['hi', 'baby', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', '2?', 'give', 'call', 'hour', 'home', 'thats', 'alright', 'fone', 'fone', 'love', 'jenny', 'xxx']",False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,"['life', 'means', 'lot', 'me,', 'love', 'life,', 'love', 'people', 'life,', 'world', 'calls', 'friends,', 'call', 'world:-)..', 'ge:-)..']",False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",152,"['dear,shall', 'mail', 'tonite.busy', 'street,shall', 'update', 'tonite.things', 'looking', 'ok.varunnathu', 'edukkukayee', 'raksha', 'ollu.but', 'good', 'one', 'real', 'sense.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ham,Hey you told your name to gautham ah?,37,"['hey', 'told', 'name', 'gautham', 'ah?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Haf u found him? I feel so stupid da v cam was working.,55,"['haf', 'u', 'found', 'him?', 'feel', 'stupid', 'da', 'v', 'cam', 'working.']",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Oops. 4 got that bit.,21,"['oops.', '4', 'got', 'bit.']",False,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ham,Are you this much buzy,22,"['much', 'buzy']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I accidentally deleted the message. Resend please.,50,"['accidentally', 'deleted', 'message.', 'resend', 'please.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,159,"['t-mobile', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', '&', 'pay', '&', 'go', 'sim', 'card', 'loyalty.', 'call', '0845', '021', '3680.offer', 'ends', ""28thfeb.t&c's"", 'apply']",True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ham,Unless it's a situation where YOU GO GURL would be more appropriate,67,"['unless', 'situation', 'go', 'gurl', 'would', 'appropriate']",False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,153,"['hurt', 'me...', 'tease', 'me...', 'make', 'cry...', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'miss', 'u..', 'nice', 'day', 'bslvyl']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I cant pick the phone right now. Pls send a message,51,"['cant', 'pick', 'phone', 'right', 'now.', 'pls', 'send', 'message']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ham,Need a coffee run tomo?Can't believe it's that time of week already,67,"['need', 'coffee', 'run', ""tomo?can't"", 'believe', 'time', 'week', 'already']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",88,"['awesome,', 'remember', 'last', 'time', 'got', 'somebody', 'high', 'first', 'time', 'diesel', ':v']",False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",157,"['shit', 'really', 'shocking', 'scary,', 'cant', 'imagine', 'second.', 'def', 'night', 'out.', 'u', 'think', 'somewhere', 'could', 'crash', 'night,', 'save', 'taxi?']",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,91,"['oh', 'way', 'food', 'fridge!', 'want', 'go', 'meal', 'tonight?']",False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ham,He is a womdarfull actor,24,"['womdarfull', 'actor']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",146,"['sms.', 'ac', 'blind', 'date', '4u!:', 'rodds1', '21/m', 'aberdeen,', 'united', 'kingdom.', 'check', 'http://img.', 'sms.', 'ac/w/icmb3cktz8r7!-4', 'blind', 'dates', 'send', 'hide']",True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ham,Yup... From what i remb... I think should be can book... ,57,"['yup...', 'remb...', 'think', 'book...']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Jos ask if u wana meet up?,26,"['jos', 'ask', 'u', 'wana', 'meet', 'up?']",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,71,"['lol', 'yes.', 'friendship', 'hanging', 'thread', 'cause', 'u', 'buy', 'stuff.']",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",138,"['themob>', 'check', 'newest', 'selection', 'content,', 'games,', 'tones,', 'gossip,', 'babes', 'sport,', 'keep', 'mobile', 'fit', 'funky', 'text', 'wap', '82468']",True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Where are the garage keys? They aren't on the bookshelf,55,"['garage', 'keys?', 'bookshelf']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,"['today', 'accept', 'day..u', 'accept', 'as?', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'means', 'enemy']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",133,"['think', 'ur', 'smart', '?', 'win', '£200', 'week', 'weekly', 'quiz,', 'text', 'play', '85222', 'now!t&cs', 'winnersclub', 'po', 'box', '84,', 'm26', '3uz.', '16+.', 'gbp1.50/week']",True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,119,"['says', 'give', 'call', ""friend's"", 'got', 'money', 'definitely', 'buying', 'end', 'week']",False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",142,"['hi', 'way', 'u', '2day,', 'normal', 'way&this', 'real', 'me.', 'ur', 'unique&i', 'hope', 'know', 'u', '4', 'rest', 'mylife.', 'hope', 'u', 'find', 'wot', 'lost.']",False,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ham,You made my day. Do have a great day too.,41,"['made', 'day.', 'great', 'day', 'too.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,K.k:)advance happy pongal.,26,"['k.k:)advance', 'happy', 'pongal.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",119,"['hmmm...', 'guess', 'go', '4', 'kb', 'n', 'power', 'yoga...', 'haha,', 'dunno', 'tahan', 'power', 'yoga', 'anot...', 'thk', 'got', 'lo', 'oso,', 'forgot', 'liao...']",False,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ham,"Not really dude, have no friends i'm afraid :(",46,"['really', 'dude,', 'friends', 'afraid', ':(']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,157,"['december', 'only!', 'mobile', '11mths+?', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free!', 'call', 'mobile', 'update', 'co', 'free', '08002986906']",True,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ham,"Coffee cake, i guess...",23,"['coffee', 'cake,', 'guess...']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Merry Christmas to you too babe, i love ya *kisses*",51,"['merry', 'christmas', 'babe,', 'love', 'ya', '*kisses*']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,62,"['hey...', 'dont', 'go', 'watch', 'x', 'men', 'lunch...', 'haha']",False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,107,"['cud', 'u', 'tell', 'ppl', 'im', 'gona', 'b', 'bit', 'l8', 'cos', '2', 'buses', 'hav', 'gon', 'past', 'cos', 'full', '&', 'im', 'still', 'waitin', '4', '1.', 'pete', 'x']",False,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,157,"['would', 'great.', 'guild.', 'could', 'meet', 'bristol', 'road', 'somewhere', '-', 'get', 'touch', 'weekend.', 'plans', 'take', 'flight!', 'good', 'week']",False,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ham,No problem. How are you doing?,30,"['problem.', 'doing?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Hi da:)how is the todays class?,31,"['hi', 'da:)how', 'todays', 'class?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"I'd say that's a good sign but, well, you know my track record at reading women",79,"['say', ""that's"", 'good', 'sign', 'but,', 'well,', 'know', 'track', 'record', 'reading', 'women']",False,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ham,"Cool, text me when you're parked",32,"['cool,', 'text', 'parked']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,86,"['reading', 'text', 'sent', 'you.', 'meant', 'joke.', 'read', 'light']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,K.k:)apo k.good movie.,22,"['k.k:)apo', 'k.good', 'movie.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,76,"['maybe', 'could', 'get', 'book', 'tomo', 'return', 'immediately', '..?', 'something.']",False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,128,"['call', 'germany', '1', 'pence', 'per', 'minute!', 'call', 'fixed', 'line', 'via', 'access', 'number', '0844', '861', '85', '85.', 'prepayment.', 'direct', 'access!']",True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,232,"['chance', 'might', 'evaporated', 'soon', 'violated', 'privacy', 'stealing', 'phone', 'number', ""employer's"", 'paperwork.', 'cool', 'all.', 'please', 'contact', 'report', 'supervisor.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,158,"['valentines', 'day', 'special!', 'win', '£1000', 'quiz', 'take', 'partner', 'trip', 'lifetime!', 'send', 'go', '83600', 'now.', '150p/msg', 'rcvd.', 'custcare:08718720201.']",True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ham,"Ta-Daaaaa! I am home babe, are you still up ?",45,"['ta-daaaaa!', 'home', 'babe,', 'still', '?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ham,Cool. So how come you havent been wined and dined before?,57,"['cool.', 'come', 'havent', 'wined', 'dined', 'before?']",False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ham,Just sleeping..and surfing,26,"['sleeping..and', 'surfing']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,U calling me right? Call my hand phone...,41,"['u', 'calling', 'right?', 'call', 'hand', 'phone...']",False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Ok that's great thanx a lot.,28,"['ok', ""that's"", 'great', 'thanx', 'lot.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,151,"['take', 'post', 'come', 'then!', 'must', '1000s', 'texts', 'now!', 'happy', 'reading.', 'one', 'wiv', 'hello', 'caroline', 'end', 'favourite.', 'bless']",False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ham,Where u been hiding stranger?,29,"['u', 'hiding', 'stranger?']",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Am not interested to do like that.,34,"['interested', 'like', 'that.']",False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ham,My sister cleared two round in birla soft yesterday.,52,"['sister', 'cleared', 'two', 'round', 'birla', 'soft', 'yesterday.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Gudnite....tc...practice going on,33,"['gudnite....tc...practice', 'going']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,85,"['dis', 'yijue.', 'jus', 'saw', 'ur', 'mail.', 'case', 'huiming', 'havent', 'sent', 'u', 'num.', 'dis', 'num.']",False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,One small prestige problem now.,31,"['one', 'small', 'prestige', 'problem', 'now.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,111,"['fancy', 'shag?', 'do.interested?', 'sextextuk.com', 'txt', 'xxuk', 'suzy', '69876.', 'txts', 'cost', '1.50', 'per', 'msg.', 'tncs', 'website.', 'x']",True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,78,"['checking', 'you.', 'really', 'miss', 'seeing', 'jeremiah.', 'great', 'month']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Nah can't help you there, I've never had an iphone",50,"['nah', ""can't"", 'help', 'there,', 'never', 'iphone']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,If you're not in my car in an hour and a half I'm going apeshit,63,"['car', 'hour', 'half', 'going', 'apeshit']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",148,"['today', 'sorry', 'day.!', 'ever', 'angry', 'you,', 'ever', 'misbehaved', 'hurt', 'you?', 'plz', 'plz', 'slap', 'urself', 'bcoz,', 'ur', 'fault,', 'basically', 'good']",False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,129,"['yo', 'guys', 'ever', 'figure', 'much', 'need', 'alcohol?', 'jay', 'trying', 'figure', 'much', 'safely', 'spend', 'weed']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,45,"['&lt;#&gt;', 'ish', 'minutes', '5', 'minutes', 'ago.', 'wtf.']",False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",202,"['thank', 'calling.forgot', 'say', 'happy', 'onam', 'sirji.i', 'fine', 'remembered', 'met', 'insurance', 'person.meet', 'qatar', 'insha', 'allah.rakhesh,', 'ex', 'tata', 'aig', 'joined', 'tissco,tayseer.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,148,"['ur', 'cash-balance', 'currently', '500', 'pounds', '-', 'maximize', 'ur', 'cash-in', 'send', 'cash', '86688', '150p/msg.', 'cc:', '08708800282', 'hg/suite342/2lands', 'row/w1j6hl']",True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",168,"['actor.', 'work,', 'work', 'evening', 'sleep', 'late.', 'since', 'unemployed', 'moment,', 'always', 'sleep', 'late.', 'unemployed,', 'every', 'day', 'saturday.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",85,"['hello!', 'got', 'here,', 'st', 'andrews-boy', 'long', 'way!', 'cold.', 'keep', 'posted']",False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ham,Ha ha cool cool chikku chikku:-):-DB-),38,"['ha', 'ha', 'cool', 'cool', 'chikku', 'chikku:-):-db-)']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Oh ok no prob..,15,"['oh', 'ok', 'prob..']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Check audrey's status right now,31,"['check', ""audrey's"", 'status', 'right']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,88,"['busy', 'here.', 'trying', 'finish', 'new', 'year.', 'looking', 'forward', 'finally', 'meeting', 'you...']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",160,"['good', 'afternoon', 'sunshine!', 'dawns', 'day', '?', 'refreshed', 'happy', 'alive?', 'breathe', 'air', 'smile', '?', 'think', 'you,', 'love', '...', 'always']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
ham,Well i know Z will take care of me. So no worries.,50,"['well', 'know', 'z', 'take', 'care', 'me.', 'worries.']",False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",165,"['update_now', '-', 'xmas', 'offer!', 'latest', 'motorola,', 'sonyericsson', '&', 'nokia', '&', 'free', 'bluetooth!', 'double', 'mins', '&', '1000', 'txt', 'orange.', 'call', 'mobileupd8', '08000839402', 'call2optout/f4q=']",True,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,129,"['discount', 'code', 'rp176781.', 'stop', 'messages', 'reply', 'stop.', 'www.regalportfolio.co.uk.', 'customer', 'services', '08717205546']",True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Wat uniform? In where get?,26,"['wat', 'uniform?', 'get?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Cool, text me when you're ready",31,"['cool,', 'text', 'ready']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
